username,label,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
Pondpond32,0,2019-01-21 00:02,4,1,เมื่อไหร่ประเทศเฮงซวยนี่จะเลิกโทษผู้หญิงซักทีวะเวลาโดนล่วงละเมิด ใส่สั้นหรือเปล่า ไปอ่อยเขาก่อนหรือเปล่า เล่นกับเขาด้วยหรือเปล่า เป็นอะไรที่ ทุเรศ มากพูดจริงๆ ถ้ามันเกิดขึ้นแล้วผู้หญิงไม่ยอมแต่ผู้ชายไม่หยุดมันผิดทั้งนั้น มันผิด แม่งโว้ย #friendzoneseries,,,#friendzoneseries,1087032676534575104,https://twitter.com/Pondpond32/status/1087032676534575104
jantp27,2,2019-01-21 00:02,0,0,จริงไม่จริงไม่รู้ แต่ ทุเรศ มาก,,,,1087032519982108672,https://twitter.com/jantp27/status/1087032519982108672
seasontimednx,0,2019-01-21 00:01,0,0,5555 หยอกนา,,,,1087032307536429056,https://twitter.com/seasontimednx/status/1087032307536429056
seasontimednx,0,2019-01-21 00:00,0,0,ใครไม่รู้ แต่เขินไปแล้ว,,,,1087032174459510785,https://twitter.com/seasontimednx/status/1087032174459510785
seasontimednx,0,2019-01-21 00:00,0,0,00:00 อ๋าโล้น,,,,1087032095317274626,https://twitter.com/seasontimednx/status/1087032095317274626
seasontimednx,0,2019-01-21 00:00,0,0,ง่วงต่างหากกก,,,,1087032032926957568,https://twitter.com/seasontimednx/status/1087032032926957568
aftajrxirene,0,2019-01-20 23:58,0,0,ทุเรศ,,,,1087031644232413185,https://twitter.com/aftajrxirene/status/1087031644232413185
seasontimednx,0,2019-01-20 23:58,0,0,ขอบคุณสำหรับคำตอบ,,,,1087031580009189381,https://twitter.com/seasontimednx/status/1087031580009189381
seasontimednx,0,2019-01-20 23:58,0,0,...,,,,1087031534543024128,https://twitter.com/seasontimednx/status/1087031534543024128
wdFfhud0zHy1hcW,0,2019-01-20 23:57,0,0,ลืมไปว่าก็คงว่าง วันๆไม่ทำไร นอนเกาไข่เอาภาษีประชาชนไปเผาเล่น รายได้ก็มีเยอะจัง น่าอิจฉาจัง ไหนใครบอกคนจะเลิกจนวะ ที่ไม่จนก็มีแต่ข้าราชการต่างๆป่ะ ทุเรศ นอนเกาไข่อยู่บ้านเหอะถ้าจะuselessขนาดนี้ มีอย่างเดียวที่ทำได้คืออกกฎหมายห้ามชาวบ้าน แต่ตัวเองเสือกแหกได้ ควย,,,,1087031258473934848,https://twitter.com/wdFfhud0zHy1hcW/status/1087031258473934848
seasontimednx,0,2019-01-20 23:56,0,0,เขินจังงงวว,,,,1087031241889656832,https://twitter.com/seasontimednx/status/1087031241889656832
seasontimednx,0,2019-01-20 23:49,0,0,โหวตหน่อยดิ,,,,1087029379194998784,https://twitter.com/seasontimednx/status/1087029379194998784
seasontimednx,0,2019-01-20 23:48,0,0,มารู้จักกันไหม,,,,1087029114660302848,https://twitter.com/seasontimednx/status/1087029114660302848
seasontimednx,0,2019-01-20 23:48,0,0,ทุกคนคิดว่าผมนั่งหรือยืนครับ,,,,1087029059798749189,https://twitter.com/seasontimednx/status/1087029059798749189
seasontimednx,0,2019-01-20 23:48,0,0,ทุกคนคิดว่าผมรุกหรือรับครับ,,,,1087029010343780352,https://twitter.com/seasontimednx/status/1087029010343780352
seasontimednx,0,2019-01-20 23:47,0,0,ผมควรเลิกกวนตีน,,,,1087028934024122369,https://twitter.com/seasontimednx/status/1087028934024122369
seasontimednx,0,2019-01-20 23:47,0,0,โน้,,,,1087028779577294848,https://twitter.com/seasontimednx/status/1087028779577294848
seasontimednx,0,2019-01-20 23:47,0,0,โน,,,,1087028753736187904,https://twitter.com/seasontimednx/status/1087028753736187904
seasontimednx,0,2019-01-20 23:46,0,0,นี่ผมเล่นเองก็ได้หรอ,,,,1087028658538131456,https://twitter.com/seasontimednx/status/1087028658538131456
seasontimednx,0,2019-01-20 23:46,0,0,ทำไมชื่อผมสั้นจัง,,,,1087028573691510784,https://twitter.com/seasontimednx/status/1087028573691510784
seasontimednx,0,2019-01-20 23:46,0,0,ผิดดด,,,,1087028530343403520,https://twitter.com/seasontimednx/status/1087028530343403520
parkfaithx,0,2019-01-20 23:46,2,0,เอก ทุเรศ จริง ภาพติดตาเลยอะ,,,,1087028518364471296,https://twitter.com/parkfaithx/status/1087028518364471296
seasontimednx,0,2019-01-20 23:45,0,0,ทุกคนคิดว่าผมรับหรือโยนครับ,,,,1087028276009132032,https://twitter.com/seasontimednx/status/1087028276009132032
seasontimednx,0,2019-01-20 23:44,0,0,ทุกคนคิดว่าผมรุกหรือนั่งครับ,,,,1087028009314398208,https://twitter.com/seasontimednx/status/1087028009314398208
seasontimednx,0,2019-01-20 23:39,0,0,ถ้าผมได้ก็ไม่มีประโยชน์อยู่ดี,,,,1087026943898218496,https://twitter.com/seasontimednx/status/1087026943898218496
seasontimednx,0,2019-01-20 23:39,0,0,เอาเวลาไปให้เค้าเถอะ,,,,1087026878735470593,https://twitter.com/seasontimednx/status/1087026878735470593
seasontimednx,0,2019-01-20 23:39,0,0,ปล่อยเค้าไปกับคนที่เค้ารัก,,,,1087026794224484352,https://twitter.com/seasontimednx/status/1087026794224484352
jenoslurrerx,0,2019-01-20 23:39,0,0,รู้สึก ทุเรศ ก็วันนี้นี่แหละ pic.twitter.com/3EVRqXL2m8,,,,1087026772317630464,https://twitter.com/jenoslurrerx/status/1087026772317630464
bypcnhm,0,2019-01-20 23:39,0,0,ชุดนักเรียนแทบไม่แตะ ชุดพละคือแทบไม่รีดแล้วอะวันไหนตื่นสายหยิบสวมเลย ทุเรศ 555555555,,,,1087026727031693312,https://twitter.com/bypcnhm/status/1087026727031693312
jenobreakx,0,2019-01-20 23:38,1,0,- ทุเรศ,,,,1087026612233629696,https://twitter.com/jenobreakx/status/1087026612233629696
TY_tanyong,2,2019-01-20 23:38,0,0,นายรู้มั้ยว่าถ้านายเลิก ทุเรศ ได้นายสามารถเป็นเดือนมหาลัยได้เลยนะ,,,,1087026572643643393,https://twitter.com/TY_tanyong/status/1087026572643643393
masitxx,0,2019-01-20 23:37,0,0,แจหะบอกขอลาออกจากการเป็นตัวเอง เพราะเจอคน ทุเรศ กว่าแย่งซีนไป,,,,1087026459091251200,https://twitter.com/masitxx/status/1087026459091251200
seasontimednx,0,2019-01-20 23:33,0,0,ต้องถามก่อนว่า ม.6เรียนลูกเสือด้วยหรอครับ,,,,1087025371432706048,https://twitter.com/seasontimednx/status/1087025371432706048
lucasvapor,0,2019-01-20 23:32,0,0,ทุเรศ จริงพวกเรา มีแต่อุปสรรค,,,,1087025177441890305,https://twitter.com/lucasvapor/status/1087025177441890305
seasontimednx,0,2019-01-20 23:28,0,0,ว่าไงคระเทอ,,,,1087024191088386048,https://twitter.com/seasontimednx/status/1087024191088386048
turntrenjunx,0,2019-01-20 23:28,0,0,@seasontimednx พี่เด ทุเรศ,,@seasontimednx,,1087024131688656896,https://twitter.com/turntrenjunx/status/1087024131688656896
TY_tanyong,2,2019-01-20 23:25,0,0,เมื่อไหร่นายจะเลิก ทุเรศ,,,,1087023367029370881,https://twitter.com/TY_tanyong/status/1087023367029370881
seasontimednx,0,2019-01-20 23:20,0,0,ผม,,,,1087022027435700224,https://twitter.com/seasontimednx/status/1087022027435700224
seasontimednx,0,2019-01-20 23:19,0,0,มีคัยอยู่ใต้ม้าย นุสิไปเท่ว,,,,1087021932426317826,https://twitter.com/seasontimednx/status/1087021932426317826
JohnAmnat_007,2,2019-01-20 23:19,0,0,เป็นรองนายกที่ ทุเรศ ที่สุดเลย ในประวัติศาสตร์ไทยที่มีมา ปัญญาอ่อน บ้าบอ https:// bbc.in/2DoEtw5,,,,1087021771524456448,https://twitter.com/JohnAmnat_007/status/1087021771524456448
dewxdanik,0,2019-01-20 23:15,0,0,ทุเรศ,,,,1087020844478390272,https://twitter.com/dewxdanik/status/1087020844478390272
Gxy_c2,0,2019-01-20 23:15,24,2,"คืนแห่งความจัญไร #rtลากเข้ากลุ่ม -รับทุกเมจ -จะหยาบหรือสุภาพก็มา - ทุเรศ ได้จังไรก็ได้ -สายฮามาเจอกันหน่อยมา -หาผัว,หาเมียได้หมด -อยูกันเป็นครอบครัว #บอทใหม่ #rtลากเข้ากลุ่ม #ยืมเมจforsex #ยืมเมจforLB #ยืมเมจForลั่น #ยืมเมจforeverthing #เรียลชาย #เรียลหญิง #บอทใหม่หาเพื่อนคุย",,,#rt # #rt # # # # # # #,1087020705747591169,https://twitter.com/Gxy_c2/status/1087020705747591169
goodbtch95,0,2019-01-20 23:14,0,0,ปากบอกไม่อยากให้ไปแต่ทวิตหาเมียแอคอื่นตั้งแต่สี่วันก่อนละ ไม่ ทุเรศ ไปหรอ อายตัวเองหน่อยเหอะ,,,,1087020583148081153,https://twitter.com/goodbtch95/status/1087020583148081153
minniewon,0,2019-01-20 23:14,0,0,ไม่รู้จัก แต่ถ้าโปรก็ไม่สมควรได้อันดับดีๆ อ่ะ ทุเรศ กว่าชื่อทีมกุอีก,,,,1087020505452793856,https://twitter.com/minniewon/status/1087020505452793856
jamcas219s,0,2019-01-20 23:13,0,0,ดิ้นให้ตายไปเลย ทำแบบนี้คืออะไรอ่ะ อิจฉาหรอวะ ทุเรศ,,,,1087020197662212097,https://twitter.com/jamcas219s/status/1087020197662212097
seasontimednx,0,2019-01-20 23:12,2,0,ปากบอกเหงาแต่ไม่ตอบแชท อะไรของผ้ม,,,,1087020015008665600,https://twitter.com/seasontimednx/status/1087020015008665600
seasontimednx,0,2019-01-20 23:07,0,0,https:// open.spotify.com/track/0oNFVyzw K6TFdFHSsD1dmC?si=8F5fRJasSRqCbh7RAtWprg …,,,,1087018713151238144,https://twitter.com/seasontimednx/status/1087018713151238144
seasontimednx,0,2019-01-20 23:06,0,0,ผิดอารายยยยยน...อ่แยกยกดกก,,,,1087018635791486977,https://twitter.com/seasontimednx/status/1087018635791486977
butternojam,2,2019-01-20 23:03,0,0,จริงนอกจากไม่โดนแบนตอนนี้ทีมได้ที่4อ่ะ ทุเรศ ปะ ว้อทมากๆ,,,,1087017844590538753,https://twitter.com/butternojam/status/1087017844590538753
seasontimednx,0,2019-01-20 23:03,0,0,โอกกกกกกกอากกกกกกเอิกกกกกกกแอกกกกก,,,,1087017733261160448,https://twitter.com/seasontimednx/status/1087017733261160448
seasontimednx,0,2019-01-20 23:03,0,0,ทำตัวเองทั้งนั้นนนนนนนนนนเดทุเรดดดดดดดดดดเรดเเรดรดรด,,,,1087017674188541955,https://twitter.com/seasontimednx/status/1087017674188541955
seasontimednx,0,2019-01-20 23:01,0,0,อ้ากกก..กก...แอ่กกกกกกก,,,,1087017383087112192,https://twitter.com/seasontimednx/status/1087017383087112192
Bo80507888,0,2019-01-20 23:01,0,1,มากเรยคร่าแทนที่จะสงรุปหน้ามาดุกานก่อนส่งควยมาก่อนเรยแถมมชวนไปเปิดห้องเรยยโครต ทุเรศ,,,,1087017296340541440,https://twitter.com/Bo80507888/status/1087017296340541440
seasontimednx,0,2019-01-20 23:00,0,0,แอ่กกกก..กกก...แอ่กกก...กก...กกกกก,,,,1087017111791198208,https://twitter.com/seasontimednx/status/1087017111791198208
seasontimednx,0,2019-01-20 23:00,0,0,อร้ากกกกกกกกกกกกก,,,,1087017054308188160,https://twitter.com/seasontimednx/status/1087017054308188160
seasontimednx,0,2019-01-20 23:00,0,0,ฉาาาาาาาาาาาาาาาา,,,,1087016997362196481,https://twitter.com/seasontimednx/status/1087016997362196481
seasontimednx,0,2019-01-20 23:00,0,0,อิจจจจจจจจจจจจจจจจจ,,,,1087016952415977473,https://twitter.com/seasontimednx/status/1087016952415977473
seasontimednx,0,2019-01-20 23:00,0,0,อ้ากกกกกกกกกกกกกกกกก,,,,1087016923974402050,https://twitter.com/seasontimednx/status/1087016923974402050
SiwaSiJa,2,2019-01-20 22:58,0,0,คนจะตายแหล่ไม่ตายแหล่กันอยู่แล้วยังจะเก็บภาษีอีกเหรอ ถ้าเขาไม่ขายใครจะเอามาขายกันอะ รัฐหรอ เหอะตอนนี้ทำไรบ้างถามจริง ทุเรศ กันทั้งบาง มึงผลิตกันไม่ได้แต่นอกเขาผลิตได้ไงจะเก็บส้นตีนไรอะในเมื่อมันเป็นปัญหาของประเทศไปแล้ว อ๋อเอาไปแจกเงินคนจนสินะ เพราะไม่มีตังจะแจกแล้ว พวกฝูงนรก,,,,1087016476135976961,https://twitter.com/SiwaSiJa/status/1087016476135976961
yayuik,0,2019-01-20 22:58,0,0,ช่วยเปลี่ยน interest เวลายิง ads ตัดพวก ดารา นักร้อง ศิลปิน ได้ไหม มันรกแท็ก ดู ทุเรศ มากเลยอะ เน้นยิงคนที่สนใจการเมือง ไอที เศรษฐกิจ ไม่ดีกว่าหรอ,,,,1087016422717513735,https://twitter.com/yayuik/status/1087016422717513735
Sw4Bit,2,2019-01-20 22:55,0,0,งานตัวเองใช้เทรนนี ละพองานเทรนนีไม่เสดก้มาเร่ง บอกอย่าดึงเกม พอตัวเองขายพิซซ่า ยังไม่ทันเสด ก้แอบหนีไปกินข้าว แล้วพอแขกสั่งพิซซ่า คนอื่นก้ต้องออกจากหน้าที่ตัวเองมาทำงานของป้าเนี่ยนะ ทุเรศ มาก ทำไมแก่แต่อายุ สมองไม่พัฒนาบ้างเลยอ่อ,,,,1087015802086117381,https://twitter.com/Sw4Bit/status/1087015802086117381
butternojam,2,2019-01-20 22:55,1,1,ทุเรศ ป่ะนอกจากจะไม่โดนเเบนยังเข้ารอบการเเข่งขันอีก,,,,1087015770981163009,https://twitter.com/butternojam/status/1087015770981163009
Ksb2Ksb21,0,2019-01-20 22:53,0,0,สภาพตอนนี้คือ ทุเรศ มากๆเลย,,,,1087015201411522560,https://twitter.com/Ksb2Ksb21/status/1087015201411522560
erokejit,2,2019-01-20 22:53,0,0,อีเซต อี ทุเรศ,,,,1087015183933833216,https://twitter.com/erokejit/status/1087015183933833216
PitchSajja,2,2019-01-20 22:45,0,0,ห่านี่อยู่ดีๆก็เดินมาผลัก ถ่วงเวลาได้ ทุเรศ สัด,,,,1087013341363527680,https://twitter.com/PitchSajja/status/1087013341363527680
keke20_,2,2019-01-20 22:45,0,0,ทุเรศ ศ,,,,1087013315631472640,https://twitter.com/keke20_/status/1087013315631472640
noeyspt,2,2019-01-20 22:45,0,0,ทุเรศ มาก,,,,1087013216780046337,https://twitter.com/noeyspt/status/1087013216780046337
santax94,0,2019-01-20 22:44,0,0,ถ้าเรื่อง ทุเรศ ๆเรารู้นะและเราก็คิด,,,,1087013097062027264,https://twitter.com/santax94/status/1087013097062027264
Hamtaro_Sasipin,2,2019-01-20 22:44,0,0,นี่ยังไม่เหห็นทวิตนั้นนะ แต่แบบคิดได้ไงอ่ะ ทุเรศ,,,,1087012999909367808,https://twitter.com/Hamtaro_Sasipin/status/1087012999909367808
johnnyx52hz,0,2019-01-20 22:39,0,0,คนที่บอกให้ตัดต้นไม้ทิ้งเพราะมันบังพระจันทร์ก็คือ ทุเรศ 5555555555555,,,,1087011817149194240,https://twitter.com/johnnyx52hz/status/1087011817149194240
sugareaperx,0,2019-01-20 22:38,0,0,@Zenzei_bro ทุเรศ มากแต่รวยเอาไป 50%,,@Zenzei_bro,,1087011413497765888,https://twitter.com/sugareaperx/status/1087011413497765888
fyeahxjeno,0,2019-01-20 22:34,0,0,อี ทุเรศ กุเร่นเซอไววอลฮีโร่,,,,1087010453753016322,https://twitter.com/fyeahxjeno/status/1087010453753016322
A_Angie_A,0,2019-01-20 22:30,0,0,วน อยากซื้อเคสพีชมากๆอะ เห็นละนึกถึงแดเนียลแต่หลังทรศ.กุเนี่ยติ้กเก้อเอาไม่ออก ใส่เคสใส่มีลายละ ทุเรศ มาก จะร้องไห้,,,,1087009601545953281,https://twitter.com/A_Angie_A/status/1087009601545953281
4blacksanta,0,2019-01-20 22:28,2,0,นรกสุดในชีวิต18 ช็อก 1.คำพูดที่บอกว่าจะฟังรับเหตุผล 2.แต่สายตาเตรียมหาเรื่อง หลังเธอบอกเหคุผลจบ ฉันมีอคติในใจมาล้างเหตุผลเธอเป็นพันข้อ ช็อกมาก+พะอืดพะอม.. ไม่คิดว่าจะเจอเรื่อง ทุเรศ พรรค์นี้กับคนที่(เคย)เคารพรัก สุดท้ายคือหลอกตัวเองว่าฉันเป็นคนใจกว้างทั้งที่ตัวเองมีอคติไปแล้ว,,,,1087009003589103617,https://twitter.com/4blacksanta/status/1087009003589103617
jeong_daddy,0,2019-01-20 22:27,0,0,ชณานันท์สกัด ทุเรศ มาก ถถถถถถถ,,,,1087008696935141376,https://twitter.com/jeong_daddy/status/1087008696935141376
Louisdanielspx,0,2019-01-20 22:22,0,0,จะเมจไหนพี่ก็ ทุเรศ อะเธอ พี่ขอโทษ พี่ทำให้เธอไม่ได้,,,,1087007384780697600,https://twitter.com/Louisdanielspx/status/1087007384780697600
mind_drw,0,2019-01-20 22:18,0,0,แค่นี้ยังทำไม่ได้แล้วจะไปสอบ pat3 อะนะ เหมือนประจารตัวเองหวะ ทุเรศ,,,,1087006553306066945,https://twitter.com/mind_drw/status/1087006553306066945
chadubxllllll,0,2019-01-20 22:16,0,0,ตะล้อง,,,,1087005955022180352,https://twitter.com/chadubxllllll/status/1087005955022180352
chadubxllllll,0,2019-01-20 22:15,0,0,ค้าวๆๆๆ,,,,1087005775464026112,https://twitter.com/chadubxllllll/status/1087005775464026112
chadubxllllll,0,2019-01-20 22:14,0,0,เหลือพท.หั้ยค้าวไม๊,,,,1087005503379537924,https://twitter.com/chadubxllllll/status/1087005503379537924
itsnotvi,0,2019-01-20 22:14,0,0,อิเวน ทุเรศ มาก อยากได้ในวันที่สายไป ถูกด้วย เพิ่งปิดไปเอง ;-;,,,,1087005433213022208,https://twitter.com/itsnotvi/status/1087005433213022208
nnubinniee,0,2019-01-20 22:13,0,0,มาเหี้ยแบบด่ากร่างกันมาก พอสุดท้ายไม่มีใครมาขอโทษ โคตร ทุเรศ,,,,1087005142270935040,https://twitter.com/nnubinniee/status/1087005142270935040
seasontimednx,0,2019-01-20 22:12,1,0,อยากอยู่คนเดียวแบบไม่ต้องเป็นห่วงใครไม่ต้องกังวล อยากจะทำอะไรก็ทำไม่ต้องแคร์ว่าใครจะรู้สึกยังไง ชีวิตอิสระ,,,,1087004985072615425,https://twitter.com/seasontimednx/status/1087004985072615425
venusdanielx,0,2019-01-20 22:12,0,0,สภาพ ทุเรศ เกินไปอย่าเลย https:// twitter.com/jhfordistype/s tatus/1087003719311355904 …,,,,1087004930487967746,https://twitter.com/venusdanielx/status/1087004930487967746
chadubxllllll,0,2019-01-20 22:12,0,0,เค้าาา,,,,1087004845641424897,https://twitter.com/chadubxllllll/status/1087004845641424897
seasontimednx,0,2019-01-20 22:11,0,0,ดีนมีผัวไปแร้ว ผมก็ยังโสด,,,,1087004718805614593,https://twitter.com/seasontimednx/status/1087004718805614593
