username,label,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
bew4960,0,2019-01-21 02:21,0,0,อย่าให้นานเกินไป,,,,1087067526335422465,https://twitter.com/bew4960/status/1087067526335422465
TewteRzz,0,2019-01-21 02:20,0,0,บางเกมได้เปรียบแต่เล่นกัน โง่ ๆ แล้วก็แพ้แบบไม่น่าแพ้ rovสุ่มทีมเชี้ยอะไรให้กู หรือกูเล่น โง่ ๆเอง หาความทีมเวิร์คไม่มีเลย เข้าๆออกๆ แพ้ทั้งชาติ อีพวกออกกลางเกมก็แบบ ไม่พร้อมจะเข้ามาส้นตรีนอะไร #rov pic.twitter.com/0hWGYsqwhr,,,#rov,1087067405220597760,https://twitter.com/TewteRzz/status/1087067405220597760
10zenn,0,2019-01-21 02:19,0,0,"«อธิการบดีจุฬาลงกรณ์​มหาวิทยาลัย​,: ขอให้คณะ​ครุศาสตร์​ จุฬา​ฯ ตรวจสอบพฤติกรรม​เหยียดเพศในชั้นเรียนของ อ.นิรันดร์​ แสงสวัสดิ์​» - ร่วมลงชื่อสนับสนุน http:// chng.it/QfgTbtJP ผ่าน @ChangeThailand",,@ChangeThailand,,1087067088559038464,https://twitter.com/10zenn/status/1087067088559038464
bbbh2chrn,0,2019-01-21 02:19,0,0,ต้องเสียใจอีกแค่ไหนนนนน เอาตัวเองไปเจ็บอยู่ได้ โง่ หรือ โง่,,,,1087067080594079744,https://twitter.com/bbbh2chrn/status/1087067080594079744
MSriyong,0,2019-01-21 02:17,0,0,โง่ เองนะ ละมาหงุดหงิดใส่กุ บ้าเปล่า สาาสสสสสสสสสสสสสสสสสสสสสสสสสสสสสสสสสสสสสสสสสสสสสสสสสสสสสสสสสสสส,,,,1087066730105434112,https://twitter.com/MSriyong/status/1087066730105434112
Phanadar,0,2019-01-21 02:17,0,0,ไปทำงานนะ คำหยาบแทบไม่ได้พูด5555 คำว่าอีดอดพูดได้แค่ในใจ เปล่งออกไปไม่ได้ มุข โง่ ๆอยากด่าชหได้แต่ทนเก็บงำไว้,,,,1087066627638648834,https://twitter.com/Phanadar/status/1087066627638648834
mixxuagain,0,2019-01-21 02:15,0,0,บางทีการนอนแบบ โง่ ๆก็ดีกว่านั่งอ่านหนังสือ,,,,1087066116323594241,https://twitter.com/mixxuagain/status/1087066116323594241
13ongsa,0,2019-01-21 02:15,0,0,เหมือนจะเก่ง แต่ โง่ ทิ่สุส ไอโง่เอ้ย,,,,1087066080911085569,https://twitter.com/13ongsa/status/1087066080911085569
JinAkanishibot,0,2019-01-21 02:14,0,0,มีคนด่าผมว่าไอ้หน้า โง่ ก็คงจะอย่างนั้นมั้ง ก็ตั้งแต่ผมแต่งงานมีแต่คนด่าว่าไอ้ โง่,,,,1087065809057280000,https://twitter.com/JinAkanishibot/status/1087065809057280000
MuscleisGood,0,2019-01-21 02:13,0,0,จริงๆคืออยากจะ savage ใส่ว่า ไอ้ควาย ปกติก็รู้ตัวว่าเป็นเทรนเนอร์ก็ไม่ค่อยได้เรื่องอยู่ละ เลยพยายามจะเบนสายไปทางอื่น แล้วเป็นไง ? ก็เป็นไอ้ โง่ ที่รู้ครึ่งๆกลางๆไง เคยคิดจะศึกษาจริงจังเพื่อที่จะได้รู้จริงไหม ? ก็ไม่ รกวงการจริงๆ สงสารลูกค้า,,,,1087065707848683520,https://twitter.com/MuscleisGood/status/1087065707848683520
imakharted,0,2019-01-21 02:13,0,0,เหี้ยตั้งแต่เมีย โกงเงินกะอีแค่100กว่าบาทก้อยังโกง ตอแหลว่าส่งแล้วทำใบพัสดุหาย. อีเหี้ย ต้นเหตุทำกูเสียเงินสอฃหมื่นกว่า. เออกูเองที่ โง่ เอง. ไม่ใช่ความผิดใคร,,,,1087065553355698176,https://twitter.com/imakharted/status/1087065553355698176
daboyjlay,0,2019-01-21 02:12,0,0,ถ้าไม่ด่ากุหน้า โง่ มึงจะดูเปนคนดีมากอะแป๋ม https:// twitter.com/creedtaeyongx/ status/1085751072453320706 …,,,,1087065464214155264,https://twitter.com/daboyjlay/status/1087065464214155264
kuerimsrt,0,2019-01-21 02:12,0,0,อ๋อ บิน8โมงเช้ามะ ฉันมันยัยเด็ก โง่,,,,1087065417334415360,https://twitter.com/kuerimsrt/status/1087065417334415360
ChonladaJ2,4,2019-01-21 02:11,0,0,และสำหรับใครที่เป็น #โรคซึมเศร้า จำไว้เราไม่ได้บ้าค่ะ ส่วนใครจะว่าเรา แซะนั่นนี่เก่ง ปล่อยเค้าบ้าไปค่ะ เราไม่มีทางอธิบายให้คนมาเข้าใจเราได้หมด มันเป็นเรื่องละเอียดอ่อน คนฉลาดๆเท่านั้นที่จะเข้าใจ พูดไป คน โง่ เค้าก็ไม่เข้าใจหรอกค่ะปล่อยให้เค้าจมลงไป ส่วนเราก้าวต่อไปอย่างสวยงามนะคะ,,,#,1087065131161272320,https://twitter.com/ChonladaJ2/status/1087065131161272320
severussy,0,2019-01-21 02:10,0,0,ูตกเตียง อิควายโคตรเจ็บ555 โคตรขำ ตกแบบ โง่ ๆ 5555555555 แบบ555 อธิบายไม่ถูดต้องมาอยู่ในเหตุการณ์ แต่เจ็บสัส แต่ขำด้วย 5555,,,,1087064967478571008,https://twitter.com/severussy/status/1087064967478571008
ctrl_alt01,0,2019-01-21 02:08,0,0,เราด่าอกซ โง่ เท่ากับเราด่ากัซโง่หรือป่าว ก็ไม่นะ แหะๆๆ,,,,1087064332813295616,https://twitter.com/ctrl_alt01/status/1087064332813295616
jaehyunbrndx,0,2019-01-21 02:08,0,0,จริงๆผมก็ โง่ แหละ มากๆด้วย,,,,1087064325942988800,https://twitter.com/jaehyunbrndx/status/1087064325942988800
seekxten,0,2019-01-21 02:07,0,0,โง่ จริงนะไม่ได้แกล้ง ถ้าจีบกะบอกเลยว่าจีบไม่งั้นกะคิดว่าเต๊าะเล่นๆไง,,,,1087064183378653184,https://twitter.com/seekxten/status/1087064183378653184
magiccianaudigy,0,2019-01-21 02:07,0,0,กูว่าหละกูอยู่กลางห้อง โง่ จนควาย อาย http://www. chit-in.com/2019/01/18/beh ind-the-room-study/?fbclid=IwAR30kWHwqIEabnwXk3I015SCcZaaXlP6NjZ6uKt6qcDspDuJMWxvrIp_l4o …,,,,1087064029749747713,https://twitter.com/magiccianaudigy/status/1087064029749747713
lei4z,0,2019-01-21 02:06,0,0,มีใคร โง่ และน่าฟาดกว่าโนบิตะอีกมั้ยวะ,,,,1087063739734446081,https://twitter.com/lei4z/status/1087063739734446081
_shekkk,0,2019-01-21 02:04,0,0,โง่ สุดด,,,,1087063313190596608,https://twitter.com/_shekkk/status/1087063313190596608
JERJKN97_,0,2019-01-21 02:04,0,0,5 55 555 5555555555555555555555555555555555555555555555555555555555555555555555555555555เ55555555555555555555555555555555555555555555สื555555555555555555555555555555555555อ555555555555555555555555555555555555555555ก5555555555555555555555 ไม่เข้าเรื่องอ่ะอีสัส ไงล่ะ โง่ เลยไงล่ะมึง,,,,1087063286292525058,https://twitter.com/JERJKN97_/status/1087063286292525058
Hyuk_SUJU_Hae,0,2019-01-21 02:02,0,0,บอกแล้วคนอย่างกูไม่ถึงสามหน้าหรอก โง่ และขก.ขนาดนี้,,,,1087062783248687104,https://twitter.com/Hyuk_SUJU_Hae/status/1087062783248687104
yorokoryok,0,2019-01-21 02:01,0,0,ประทับใจในความ โง่,,,,1087062689904353280,https://twitter.com/yorokoryok/status/1087062689904353280
HeizeNight9,0,2019-01-21 02:00,0,0,คุยด้วยไม่ดื้อ ซื่อบื้อเเถม โง่ — อ่าว ควายนี่ https:// lap78.ask.fm/igoto/45DKECPW 7B667HQMHN2IG6NM26GDJNY7VT56HAFEI6S2J7FI2AT5AJKQFZHMWQJUKG3PIHYDIJSDKFAU34N7A55YPPSKNTBAUYVANCK4CBTQSNP7GWJC2I65SC23XSD6SC5ISMIPQTYXPHM7JC4QES3L4SKD5ZEJZTTVT3TJTWR3Q2OAKV2GL3POW5V73NWOVA736C34XNG5XEL2DMIBUXA= …,,,,1087062254691016705,https://twitter.com/HeizeNight9/status/1087062254691016705
Dremcatcher4,0,2019-01-21 01:58,0,0,ต้นปีนี่ช่วงขาลงของชีวิตหรอ อ้วน จน หน้าเหี้ย ผัวไม่มี เรียนก็ โง่,,,,1087061822648143872,https://twitter.com/Dremcatcher4/status/1087061822648143872
teddytaekook,0,2019-01-21 01:57,0,0,ก็ โง่ จริงๆไม่งั้นจะเหยียบเศษแก้วที่ตัวเองปาแตกทำไม,,,,1087061456246329344,https://twitter.com/teddytaekook/status/1087061456246329344
DNJS85243,0,2019-01-21 01:57,0,0,เม้นนั้นเป็นบลิ้งจริงๆอิสัสไม่ต้องเถียงส่องมาหมดเป็นแฟนบอยเมนชิชู เป็นบลิ้ง จบนะจะได้ไม่มาด่ากูว่า โง่ ทั้งๆที่พวกมึง โง่ อีก อิบิ้งอิควาย,,,,1087061448075862017,https://twitter.com/DNJS85243/status/1087061448075862017
MEDEeT1,0,2019-01-21 01:56,0,0,จะด่าด้อม โง่ ก็ด่าไปแต่อย่าด่าผัวกูอีควาย!!,,,,1087061212888674304,https://twitter.com/MEDEeT1/status/1087061212888674304
Hana00296333,4,2019-01-21 01:55,0,0,สมองมึงมีสมบูรณ์ไหมจ๊ะ?? หรือแม่มึงลืมแดกปลาเลยได้ลูก โง่ ! กูสงสารแม่มึงว่ะมีลูกไม่ทำมาหาแดก เก็บเน็ตไปเสิร์ชวิธีดูแลสมองดีกว่า,,,,1087061129719762944,https://twitter.com/Hana00296333/status/1087061129719762944
jaehyunbadmacx,0,2019-01-21 01:55,0,0,บอกว่าให้พี่ โง่ เลยก็ได้ขนาดนี้แล้วอะบิเทน,,,,1087060950664892416,https://twitter.com/jaehyunbadmacx/status/1087060950664892416
ailynshiteru,0,2019-01-21 01:52,0,0,ในความ โง่ ของอิน้องว่านมันก็เขินๆนะ pic.twitter.com/dqLafO8EH1,,,,1087060248567791616,https://twitter.com/ailynshiteru/status/1087060248567791616
edok50794450,4,2019-01-21 01:51,0,0,เสือกได้สิคะ ขนาดมึงยังสร้างแท็กได้เลย อี โง่ https:// twitter.com/thizmeow/statu s/1087059376492277760 …,,,,1087060027242831872,https://twitter.com/edok50794450/status/1087060027242831872
mkonnarak,0,2019-01-21 01:51,0,0,กูก็ โง่ รอไปเหอะ,,,,1087059950164049926,https://twitter.com/mkonnarak/status/1087059950164049926
keamisme,0,2019-01-21 01:50,0,0,กูว่ากู โง่ ละนะ พวกมึงอย่า โง่ กว่ากูได้ไหมอีเวร,,,,1087059895013101568,https://twitter.com/keamisme/status/1087059895013101568
jaemingoblinx,0,2019-01-21 01:50,0,0,เปล่าเลย หมายถึงผมมันคน โง่ ไม่สนใจข่าวสารบ้านเมือง ไม่ได้ว่าลุงเลย,,,,1087059851832741889,https://twitter.com/jaemingoblinx/status/1087059851832741889
woojinthebear,0,2019-01-21 01:49,0,0,รอด! เพราะเราก็ โง่,,,,1087059663000989696,https://twitter.com/woojinthebear/status/1087059663000989696
Saimai1A,0,2019-01-21 01:49,0,0,เจอโพสในเฟส มีคนมาคอมเม้นแบบ โง่ ๆเลย ละมีคนนึงไม่ตอบ ถามว่า คนหรือควายครับ ตามด้วยความรู้ แบบfact อ่ะ ละอีคนที่เม้น โง่ ก็ตอบกลีบว่า ความรู้ใหม่ บันทึกๆ 555555,,,,1087059642943819778,https://twitter.com/Saimai1A/status/1087059642943819778
WillPPK,0,2019-01-21 01:47,0,0,รู้สึก regret เบาๆที่ช่วยแหะ...,,,,1087059111185793025,https://twitter.com/WillPPK/status/1087059111185793025
daramanyear,0,2019-01-21 01:47,0,0,น่า โง่ มาก คัดไป100จบแล้ว เอ่อ,,,,1087058982273863681,https://twitter.com/daramanyear/status/1087058982273863681
ailynshiteru,0,2019-01-21 01:47,0,0,โง่ วิทย์อย่างเราจะรอดใช่ป่าว,,,,1087058951491903488,https://twitter.com/ailynshiteru/status/1087058951491903488
doyoungwishx,0,2019-01-21 01:45,0,0,เวรกรรม ผม โง่ อีกแล้ว 5555555,,,,1087058615372902400,https://twitter.com/doyoungwishx/status/1087058615372902400
wonderstarrr,0,2019-01-21 01:45,0,0,เออ คิดแบบคน โง่ จริงด้วย pic.twitter.com/3KwHeOaX7j,,,,1087058501048754176,https://twitter.com/wonderstarrr/status/1087058501048754176
Ninaeykpl31,0,2019-01-21 01:45,0,0,พี่ไม่รู้หรอกว่าหนูคิดถึงพี่มากแค่ไหน ควย. pic.twitter.com/Z2n7LGtBGc,,,,1087058459890085888,https://twitter.com/Ninaeykpl31/status/1087058459890085888
edok50794450,0,2019-01-21 01:44,0,0,แอบไรอ่า นี่มาให้คิดถึงเลยน้าาา โง่ ป่าวอ่า อ่านชื่อแอคออกมั้ยอ่า https:// twitter.com/thizmeow/statu s/1087057499713204227 …,,,,1087058199985848321,https://twitter.com/edok50794450/status/1087058199985848321
cchanvre,0,2019-01-21 01:42,0,0,มันมัวๆไงไม่รู้ อยากลงไปนั่ง โง่ ๆที่ฟุตบาธหน้าคอนโด.,,,,1087057708673490944,https://twitter.com/cchanvre/status/1087057708673490944
Ninaeykpl31,0,2019-01-21 01:40,0,0,หรือว่าจะไปอยู่กรุงเทพกับพ่อดีวะ เบื่อราชรีชิปหาย ควย.,,,,1087057415772659712,https://twitter.com/Ninaeykpl31/status/1087057415772659712
Hana00296333,4,2019-01-21 01:40,0,0,ประเทศชาติไม่เจริญเพราะมีเสนียดอย่างมึงไง โง่ เหรอ?,,,,1087057231911079937,https://twitter.com/Hana00296333/status/1087057231911079937
zzzzxyl,0,2019-01-21 01:39,0,0,แต่เราขอมากไปใช่มั้ย ที่จะไม่ให้ยุ่งกับมัน คิดว่าเรา โง่ ใช่มั้ยที่โกหกกันว่าไม่ได้ไปไหนด้วย เรายอมเลยจริงๆที่เลิกกับเราแล้วไปด้วยกันสองคนเลย สุดมากๆ ไม่เคยคิดเลยว่าจะทำแบบนี้ ไม่รู้ว่าที่ทำๆมามันทำให้เห็นบ้างมั้ยว่านี่ก็จริงจังมากเหมือนกัน.,,,,1087057043628843008,https://twitter.com/zzzzxyl/status/1087057043628843008
njaen_,0,2019-01-21 01:38,0,0,ขอท่ดที่กวนตีน!!!!!! ชุ้นมะได้ โง่ !!!!,,,,1087056665982038016,https://twitter.com/njaen_/status/1087056665982038016
nntnelle,0,2019-01-21 01:37,0,0,จริงมึง เป็นกูกูก็โกดอะ คือคนแม่งกวนตีนเกินอะอิสัด ผีบ้าเว่อ 55555555 แต่จริงๆ เค้าก็เลือกได้นะในการตอบโต้ กูว่าเล่นบทเหยื่อโดนด่าเยอะๆ ไม่ตอบโต้ฉลาดกว่าอ่ะ อันนี้ โง่ ไปหน่อย,,,,1087056663360659457,https://twitter.com/nntnelle/status/1087056663360659457
Janniikm,0,2019-01-21 01:37,0,0,ขอท่ดที่ โง่ หรือขอท่ดที่กวนตีน 55555555555,,,,1087056456027783168,https://twitter.com/Janniikm/status/1087056456027783168
Ninaeykpl31,4,2019-01-21 01:37,0,0,สวยแต่ โง่ ไม่มีใครเขาชอบหรอกจ่ะ.,,,,1087056432069935104,https://twitter.com/Ninaeykpl31/status/1087056432069935104
HUNNYYYY,0,2019-01-21 01:36,0,0,อะโอนเงินเข้าบัตรเครดิต แต่เลขผิด ละคือไม่รู้ จนโทรไปถามเพราะยอดไม่เข้าสักที ละก่อนโทรหาจนทก็เปรี้ยววว กดทำรายการซ้ำ โอนเข้าไปอีกรอบนึง อิดอก โง่ ซ้ำ โง่ ซ้อน กูเองจ่้า,,,,1087056391712337920,https://twitter.com/HUNNYYYY/status/1087056391712337920
M1LD_NrN,0,2019-01-21 01:36,0,0,พนตื่นตี5ครึ่ง สุดยอด,,,,1087056204675706880,https://twitter.com/M1LD_NrN/status/1087056204675706880
nokkaew_pim,0,2019-01-21 01:36,1,0,ตอนสอบกพ.อีก นี่ โง่ คณิตมากถึงมากที่สุดอ่ะ ได้แค่+-*/ง่ายๆ ก็ให้เพื่อนติวให้ อนุกรมบางข้อที่ลองทำใช้ดวลาครึ่งชม. จนสงสารเพื่อนอ่ะ ติวคณิตอยู่สองอาทิตย์ แต่พอสอบผ่านก็หาว่าเราดวงดี มีบุญ,,,,1087056193799913472,https://twitter.com/nokkaew_pim/status/1087056193799913472
ToiiToiiii,0,2019-01-21 01:35,0,0,ยิ่งเข้าไปดู ก็ยิ่งแย่ ยิ้มทั้งน้ำตา ต้องดีใจไช่มั้ยวะ ที่เห็นเค้ารักกันอะ ถ้าย้อนเวลากลับไปได้ กูคงไม่ทำอะไรแบบนั้น กูคงจะทำทุกอย่างให้มันไม่หายไปไหน กูมัน โง่ เองแหละ สมควรแล้ว ที่ต้องโดนแบบนี่ตอย,,,,1087055911720386560,https://twitter.com/ToiiToiiii/status/1087055911720386560
Netwalker07,0,2019-01-21 01:34,0,0,เสาร์อาทิตย์ผ่านไป โง่ ๆ อีกหนึ่ง,,,,1087055889947742208,https://twitter.com/Netwalker07/status/1087055889947742208
Ninaeykpl31,0,2019-01-21 01:34,0,0,"คุยให้ลืมคนใจร้าย •,,•",,,,1087055735534436353,https://twitter.com/Ninaeykpl31/status/1087055735534436353
FREEDOM____5,0,2019-01-21 01:32,0,0,อย่าแกล้ง โง่ ..จนสุดท้ายคุณต้อง โง่ จริงๆ #คนโง่,,,#,1087055326195531776,https://twitter.com/FREEDOM____5/status/1087055326195531776
edok50794450,0,2019-01-21 01:32,0,0,มีอี โง่ บางคนไม่รู้ตัวนะคะ #ทำงานเก่งเท่าเสือกคงเป็นceoแร้ว,,,#,1087055281572335621,https://twitter.com/edok50794450/status/1087055281572335621
millly97,0,2019-01-21 01:32,0,0,นี่เป็นคนกินยาแล้วชอบกินน้ำก่อนใช่ปะ เมื่อกี้กินวิตามินซีแล้วเสือกกินน้ำเยอะไปหน่อย พอจะเงยหน้าหย่อนแม่งเข้าปากแม่งเสือกไหลลงคอสำลักเลยตัวกู วิถีคน โง่ ขอบคุณที่ยังไม่ตาย,,,,1087055226157228032,https://twitter.com/millly97/status/1087055226157228032
NNForBamBam1,0,2019-01-21 01:31,0,0,เออ โง่ กว่าอินกจีงๆเก็ทละ,,,,1087055095043244032,https://twitter.com/NNForBamBam1/status/1087055095043244032
betelbaipluz,0,2019-01-21 01:31,0,0,ไม่น่า โง่ กินกาแฟเลยกู,,,,1087054946220929031,https://twitter.com/betelbaipluz/status/1087054946220929031
1waylyn,0,2019-01-21 01:30,0,0,คำนวนแบบตาแตกอ่ะ แล้วนี่ โง่ คณิตด้วย,,,,1087054818189791232,https://twitter.com/1waylyn/status/1087054818189791232
NNForBamBam1,0,2019-01-21 01:30,0,0,ค่าถ้ากัดไม่ปล่อยไม่ยากเลยจ้าถอดเกิบตีปากก็น่าจะปล่อยแล้ว ที่ไม่อยากต่อความยาวสาวความยืดเพราะไม่อยากดู โง่ จ้าเห็นๆอยู่ว่าแอคมันเสี้ยมแต่วิ่งแร่มาแซะกันมันไม่คูลจ้า นี่ไม่เน้นตีกับชาวบ้านเพราะเสียเวลาส่องผู้จ้า ฝันดีเหมือนกันจ้า,,,,1087054740402237440,https://twitter.com/NNForBamBam1/status/1087054740402237440
Matmyyeun,0,2019-01-21 01:30,1,0,พยายามกลางละอะ แต่ผอดหวังความ โง่,,,,1087054727332823041,https://twitter.com/Matmyyeun/status/1087054727332823041
_bcxjk,0,2019-01-21 01:30,0,0,ใดๆ ก็คือรู้นะ แต่แกล้ง โง่,,,,1087054712375894016,https://twitter.com/_bcxjk/status/1087054712375894016
FahOwefa,0,2019-01-21 01:30,0,0,สิ่งเดียวที่ lame ใน podcast คือ มันไม่มีช่อง คำค้นหา ในแต่ละชาแนลอะ บางทีกูชอบ episode นึงมากๆ อยากฟังซ้ำๆ แต่ต้องมานั่งหานั่งดูเลื่อนสกรอบาร์อย่าง โง่ เขลา คือแค่ปุ่มเสิร์ชเอง ทำให้กูเถิด,,,,1087054659951288324,https://twitter.com/FahOwefa/status/1087054659951288324
