username,label,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
TaPiyawan,0,2019-01-19 19:26,0,0,ทำไม สารรูป คนอยากเลือกตั้ง แต่ละคน... อื้อหือออออ !!!!,,,,1086600796605542406,https://twitter.com/TaPiyawan/status/1086600796605542406
fenneny,0,2019-01-19 15:32,2,1,จะว่าไปฉันตอนฝึกงาน สารรูป ก็แย่ 555555555555 เช็ดอึหมาอาบน้ำม้าทำความสะอาดโรงบาล ขนถังอาหาร ขนของเข้าห้องยา วิ่งส่งของ ตามหาคน นั่งเฝ้าแมวให้น้ำเกลือ วิ่งหายาดมให้คนเป็นลม แต่สนุก ชอบ ก็ประโยชน์กุมีแค่นั้น พี่หมอตรวจนั่งดีลงานก็ไปมองไปฟัง ถ้าพี่ยอมก็ได้จับตัวน้อง อยากฝึกอีกแฮะ,,,,1086541784082051073,https://twitter.com/fenneny/status/1086541784082051073
sunburstkn,4,2019-01-19 14:06,0,0,ดู สารรูป ผัวตัวเองก่อนดีกว่าปะ เสร่อกว่าเยอะเลย,,,,1086520182560804864,https://twitter.com/sunburstkn/status/1086520182560804864
DarkSxx62,0,2019-01-19 12:02,0,0,ไหนใครนิยทานายแสน สารรูป มา!!! #ออร์ฬ์ไพเวทคนเหี้ย pic.twitter.com/FjYAex2oAx,,,#,1086489132291915777,https://twitter.com/DarkSxx62/status/1086489132291915777
GobKerojung,0,2019-01-19 08:04,0,0,การสักลายเหี้ยตามใบหน้าและร่างกาย คือการเลือกทางเดินเป็นอาชญากรโดยแท้ ไม่ได้มีความเท่ห่าอะไรเลย โผล่หน้าไปที่ไหนก็มีแต่คนมองคุณด้วยความรังเกียจ หยะแหยง และความกลัว ถ้าไปขึ้นศาล ถ้าศาลเห็น สารรูป คุณแบบนั้น ศาลก็แทบจะฟันธงได้ในทันทีว่าคุณน่าจะเป็นกระทำผิดจริงโดยที่ยังไม่ต้องนำสืบ,,,,1086429207805083648,https://twitter.com/GobKerojung/status/1086429207805083648
WangjiaJiacis,0,2019-01-18 23:53,1,1,ต้องโตมาจากครอบครัวแบบไหนถึงเป็นคนที่ขี้อิจฉานินทาคนอื่นได้โดยไม่ดู สารรูป ตัวเอง?,,,,1086305708637794304,https://twitter.com/WangjiaJiacis/status/1086305708637794304
aubreyharutox,0,2019-01-18 23:39,0,0,สารรูป ว่าลืมรหัสแอคนี้,,,,1086302012570927104,https://twitter.com/aubreyharutox/status/1086302012570927104
nyclisax,0,2019-01-18 22:31,0,0,เตงแค่นิ้วอ้นใช่รึป่ะ เตง สารรูป กับเค้ามา,,,,1086285047227764741,https://twitter.com/nyclisax/status/1086285047227764741
nnnnps__,0,2019-01-18 20:08,26,12,ขอ สารรูป เลยว่ายังไม่ได้ฝึกแฟนชานท์,,,,1086248943569104896,https://twitter.com/nnnnps__/status/1086248943569104896
Mean_ssxx,0,2019-01-18 19:02,0,2,มึงกู สารรูป เพื่อนเรา มึงว่ามันจะผัวได้หรอกูถามจริง ต้องคิดหรอ,,,,1086232403729735680,https://twitter.com/Mean_ssxx/status/1086232403729735680
hannihee,0,2019-01-18 15:58,0,0,อยากกินฮะจิบังแต่ สารรูป ไม่ควรแวะที่ไหนได้;-;,,,,1086186068980858881,https://twitter.com/hannihee/status/1086186068980858881
narongwud,0,2019-01-18 15:50,31,10,สารรูป เอ้ย สารภาพ ตุนไว้ 10 รอดูความเสียหายอีกทีเย็นนี้ ท่าทางจะล่มจม #MusicENDGAME #MusicBNK48,,,#MusicENDGAME #MusicBNK48,1086184056176295937,https://twitter.com/narongwud/status/1086184056176295937
Del_Lattez,0,2019-01-18 15:05,0,0,สารรูป ตามตรง เกมสึกิพาระ เนี่ย ยัง งง อยู่เลยว่าไอฉากหลังที่มันมีลายเซนต์นี่.. ได้ยังไงนะ,,,,1086172647786868736,https://twitter.com/Del_Lattez/status/1086172647786868736
Ann_jj5,4,2019-01-18 15:04,0,3,อิบอยชอบดูถูกคนอื่น แต่ไม่ดู สารรูป ตัวเองอ่ะ,,,,1086172358895751168,https://twitter.com/Ann_jj5/status/1086172358895751168
ASRAfics,0,2019-01-18 11:06,1,33,ใบหน้าคมคายหล่อเหลามีเหงื่อผุดพราว สองตาแดงโรจน์ ตรามารบนหน้าผากส่องแสงสีแดงเรื่อเรือง “นี่หรือราชาสามภพ เหอะ! สารรูป ดูไม่ได้!!” ผู้มาเยือนกางพัดโบกไล่กลิ่นแสงแดดร้อนแรง ดวงตาสีดำขลับปรายมองเหยียดหยาม,,,,1086112443581906944,https://twitter.com/ASRAfics/status/1086112443581906944
Moopear_Tanont,0,2019-01-18 09:14,10,29,คุณหมอคะเราป่วยเป็นโรคหัวใจ ไม่ใช่หัวใจขาดเลือดนะ.. แต่หัวใจเรา... ขาดเธอไม่ได้ หั๊วใจจ ขอ สารรูป ปป //สารภาพ!! แต๊นน #สองมุขในหนึ่งวัน #nonttanont #nontfam Cr @Journey_AMPZ pic.twitter.com/B9xzRe4hDE,,@Journey_AMPZ,# #nonttanont #nontfam,1086084364616650757,https://twitter.com/Moopear_Tanont/status/1086084364616650757
sicarius__,0,2019-01-18 04:47,0,0,สารรูป ดูไม่ได้เลยเรา...,,,,1086017219581009921,https://twitter.com/sicarius__/status/1086017219581009921
prvZTR,0,2019-01-18 00:45,0,0,สารรูป เลยว่ะ ใช้สปอติฟายไม่เปง,,,,1085956412268699648,https://twitter.com/prvZTR/status/1085956412268699648
fromottersite,0,2019-01-18 00:41,0,0,บางอย่างก็แต่งไว้เพื่ออ่านเองอะ อันนี้ สารรูป เลย,,,,1085955193496166400,https://twitter.com/fromottersite/status/1085955193496166400
fyjrxluda,0,2019-01-17 23:24,0,0,@naeunmsnx พ..พี่โอยคะไหมขอ สารรูป ว่ามีพี่โรเจ้แล้ว555555555._.,,@naeunmsnx,,1085936028492345344,https://twitter.com/fyjrxluda/status/1085936028492345344
jeejeejeeee1,0,2019-01-17 21:28,0,0,มอง สารรูป ตัวเองก็ได้แต่ปลงแล้วบับ คนแบบกูอ่ะนะ ใครเค้าจะมาชอบ อดคิดไม่ได้จริงๆ,,,,1085906800732327937,https://twitter.com/jeejeejeeee1/status/1085906800732327937
agustdddangrs,0,2019-01-17 21:25,9,6,คืออีนี่ติ่งทไวซ์มา2ปีแล้วอะ เออก็เห็นว่าเด็กๆมันพัฒนาขึ้นมามากอะ ขึ้นชื่อว่าทไวซ์ ต้องโดนด่าโดนเหยียบให้จมลงไปหรอ? ไอคำว่า ร่าน กะหรี่ มึงเลิกใช้เหอะ มันควรเก็บไว้ใช้ดู สารรูป คุณเองอะ มันเกินขีดจำกัดความอดทนของกูมามากแล้ว หัดให้ความเคารพและมีมารยาทกับเด็กๆมันบ้างดิ #RespectTWICE,,,#RespectTWICE,1085905918334623746,https://twitter.com/agustdddangrs/status/1085905918334623746
bunnieguel,0,2019-01-17 20:55,0,0,ใครคะ สารรูป มานะ เอ้ยภาพ 5555555555 https:// twitter.com/parinxsinb/sta tus/1085896793873776640 …,,,,1085898412011081729,https://twitter.com/bunnieguel/status/1085898412011081729
hakyoukrub,0,2019-01-17 20:50,0,0,สารรูป ไว้ใช้คำรูปร่างนะจ๊ะ และคำพูดที่บอกเพลาๆลงหน่อย แดนสิบไปบอกตัวการดีกว่ามั้ยครับ พ้มก็ทำตัวให้สมกับที่เอฟทำอะครัฟ https:// twitter.com/DAN10XJK/statu s/1085894851420278785 …,,,,1085897224087687173,https://twitter.com/hakyoukrub/status/1085897224087687173
DAN10XJK,0,2019-01-17 20:41,2,0,@hakyoukrub คำพูดน่ะเพลาๆลงหน่อย​ รกหูรกตาน่ารำคาญ​ แหกคนอื่นไม่ดู สาร รูป ตัวเองเนี่ย,,@hakyoukrub,,1085894851420278785,https://twitter.com/DAN10XJK/status/1085894851420278785
Fierx______ce,0,2019-01-17 20:09,0,0,ถึงนิสัยฉันจะสารชั่ว แต่ สารรูป ฉันดีนะ,,,,1085886847685779458,https://twitter.com/Fierx______ce/status/1085886847685779458
TienBossdog,0,2019-01-17 19:19,0,0,~ถึงแล้ว..เชียงคาน..กับเวลา 14 ชม. ..อย่าถามสภาพและ สารรูป ..สุดๆ~ ^^ 18:15 น.-16/01/62 #tienminktour #ทริป02 #ทริปเชียงคานเพชรบูรณ์ #เชียงคาน #เพชรบูรณ์ #เที่ยวไปเรื่อย #แล้วแต่อารมณ์ … https://www. instagram.com/p/BsvEUMFB9Vd/ ?utm_source=ig_twitter_share&igshid=1sra68vrji270 …,,,#tienminktour # # # # # #,1085874300345823234,https://twitter.com/TienBossdog/status/1085874300345823234
_Ayeii,0,2019-01-17 17:11,2,0,พูดจาหมาไม่แดกจนประเทศชิบหายมาตั้งแต่เรื่องทัวร์จีน แต่ไม่เคยเรียนรู้ห่าเหวอะไรเลย อาหารที่แดกเข้าไปไม่ไปเลี้ยงสมองบ้างเหรออิเหี้ย ดู สารรูป,,,,1085842091203211264,https://twitter.com/_Ayeii/status/1085842091203211264
JJAYJH,0,2019-01-17 13:12,0,0,แหนนนนนนนนน๊ นี่ขนาดแค่บอกว่าชอบคำ ผมรู้สึกเหมือนโดน สารรูป รัก มันคือแสงสว่างนำทางชี้ให้ผมมาเจอพี่ สาธุ99 เขินอายจังที่จะบอกว่าเพิ่งตื่น มีไปเข้าคลาสตอนบ่าย2ครับ พี่ล่ะ ไปไหนไหมระวังด้วยนะอากาศไม่ค่อยดี,,,,1085781898884931584,https://twitter.com/JJAYJH/status/1085781898884931584
TNEWSTV,0,2019-01-17 11:16,0,2,เอกชัยห้าวเป้งบุกทบ.เผชิญหน้าบิ๊กแดง ยุติคุกคาม! ไม่ดู สารรูป ตัวเองตีมึนทำมิบังควร #Tnews #ทีนิวส์ #เอกชัย #บิ๊กแดง https://www. tnews.co.th/contents/jt/49 0418 …,,,#Tnews # # #,1085752572797808642,https://twitter.com/TNEWSTV/status/1085752572797808642
BaaBinNews,0,2019-01-17 09:14,0,0,แบบนี้เรียกรนหาที่? เอกชัยห้าวเป้งบุกทบ.เผชิญหน้าบิ๊กแดง ยุติคุกคาม! ไม่ดู สารรูป ตัวเองตีมึนทำมิบังควร https://www. tnews.co.th/contents/sg/49 0418 …,,,,1085721869687365639,https://twitter.com/BaaBinNews/status/1085721869687365639
mymy_jjm,0,2019-01-17 07:56,0,0,หายไม่ทันวันคอนหรอกดูจาก สารรูป แล้ว;-;,,,,1085702327732822018,https://twitter.com/mymy_jjm/status/1085702327732822018
aubreyharutox,0,2019-01-17 07:09,0,0,สารรูป ว่าไม่เคยฟังท่อนนี้เป็นเนื้ออื่นเลย นอกจาก “ ไม่เป็นไร ทำไมเธอรู้วว ” pic.twitter.com/JiOjgh7KX6,,,,1085690658445176832,https://twitter.com/aubreyharutox/status/1085690658445176832
swipblade,4,2019-01-17 06:51,1,0,ไม่ดู สารรูป ตัวเองเลยอิดอกเห็ด,,,,1085686015983968256,https://twitter.com/swipblade/status/1085686015983968256
aompym_,0,2019-01-17 00:45,0,0,อห เห็นสภาพตัวเองบนค่ายละกูจะตายไม่ไหวว่ะ สภาพเหี้ยมากกกกก เหี้ยแบบเหี้ยมากๆๆๆๆ หัวฟูสัสๆ สภาพเยิ้มเหมือนคนเมายา แบบจะตายห่ากะ สารรูป ตัวเอง,,,,1085593997286895616,https://twitter.com/aompym_/status/1085593997286895616
NF_js333,4,2019-01-16 22:21,0,1,ย้อนดู สารรูป ตัวเองก่อนนะ!,,,,1085557719388499969,https://twitter.com/NF_js333/status/1085557719388499969
Mercyisus,0,2019-01-16 21:43,0,0,สารรูป ตอนชั้นอ่านจบ pic.twitter.com/fxx20sjPr8,,,,1085548139904303104,https://twitter.com/Mercyisus/status/1085548139904303104
jhbfmaterial,0,2019-01-16 21:37,0,0,สารรูป เลยนะ ลืมว่ะ,,,,1085546714331701248,https://twitter.com/jhbfmaterial/status/1085546714331701248
dcboyjaehyunx,0,2019-01-16 20:33,0,0,ยอมรับ สารรูป มาซะดีๆ!!,,,,1085530570296254466,https://twitter.com/dcboyjaehyunx/status/1085530570296254466
iammaming,0,2019-01-16 20:02,0,0,สารรูป เอ้ย! สาระสำคัญ เอ้ย! สารเลว เอ้ย! ถูกแล้ว! แฮ่!!,,,,1085522673617137665,https://twitter.com/iammaming/status/1085522673617137665
realllllwarit,4,2019-01-16 16:18,0,0,สารรูป ก็เหี้ย https:// twitter.com/Sanzdxx/status /1085466061942665216 …,,,,1085466198970490881,https://twitter.com/realllllwarit/status/1085466198970490881
shiburayaki,0,2019-01-16 14:33,0,0,บอกกูใส่ทรงเอแล้วอ้วน ดูตัน ไม่ดู สารรูป ตัวเอง+เบ้าหน้าเลยนะคะ สาระแนมาวิจารณ์คนอื่น,,,,1085439924239622144,https://twitter.com/shiburayaki/status/1085439924239622144
milony12114,0,2019-01-16 13:53,0,1,มีอะไรอยาก สารรูป กู..ชิปlizkookมา2ปีแล้วโว้ยย!!กูสมัคทวิตเข้าหลุมตั้งหน้าจอคอมเป็นรูปลิซกุกดูไลฟ์งานประกาศรางวัลทั้งที่กูแสนเบื่อเพื่อรอดูโมเม้นของลิซกุกตามด่าแอคเห็บหมาที่มันบอกเรือกุไม่เรียลทำทุกอย่างมาตลอด2ปีเต็มๆแต่สิ่งที่กุน่าจะทำตั้งนานแล้วคือบอกว่ากุเป็นชิปเปอร์lizkook!!!,,,,1085429744022114304,https://twitter.com/milony12114/status/1085429744022114304
laiilinnpopo,0,2019-01-16 12:27,0,0,คือๆๆ เมื่อวานลงเวรได้นอนจริงๆ 10 ครึ่ง ตื่น 11 โมง ทำงานต่อยิงยาวยันสามทุ่ม นอนตื่น 22.00 ทำงานจริงๆถึงเที่ยงคืน นอนตื่นอีกทีตีสาม แล้วยาวยันตอนนี้ สาร รูป เวรเช้าดูไม่จืดเลยค่ะ,,,,1085408233240567809,https://twitter.com/laiilinnpopo/status/1085408233240567809
GobKerojung,0,2019-01-16 09:47,0,0,ผมไม่เข้าใจไทยทำไมคนไทยเห่อเกาหลีทั้งๆที่มันชอบดูถูกคนไทย ผมคนนึงละโครตเกลียดและหยะแยง แทบจะทุกครั้งที่ผมได้เห็น สาร รูป พวกนักร้องหน้าตุ๊ดของพวกมันในทีวี ผมแทบอยากจะอ้วกในทันที,,,,1085367878927278080,https://twitter.com/GobKerojung/status/1085367878927278080
Mo_Lersphong,0,2019-01-16 09:31,0,2,สลิ่มซอมบี้หัวขี้ ส่วนใหญ่ก็ไร้ทักษะทางภาษารึ ป๊าดโถ่ว แล้วไปรุมว่านายกปู ไม่ดู สารรูป ตนเองบ้างเนอะ,,,,1085363937426587649,https://twitter.com/Mo_Lersphong/status/1085363937426587649
Mewty_Bear,0,2019-01-15 22:26,15,12,รีล่า // คือนุชสวยมาก ถ่ายรูปกะผัวแล้วยังกะเป็นแฟนกันจิงๆ ก้มมอง สารรูป ตัวเอง ฮืออ อยากสวยให้ได้สักครึ่งของนุช เผื่อวันนึงมีโอกาสได้ถ่ายรูปกะผัวแบบนี้บ้าง แต่ตอนนี้เหรอ... เห้อออ,,,,1085196562639118337,https://twitter.com/Mewty_Bear/status/1085196562639118337
JJAYJH,0,2019-01-15 20:49,0,0,เห็นครับ สารรูป เลยว่าผมซูมไล่ดูทีละตัวเลยว่าพี่มีอะไรบ้าง ตัวไหนครับที่มาซื้อที่กทม,,,,1085172117933445121,https://twitter.com/JJAYJH/status/1085172117933445121
Madpinkie,0,2019-01-15 19:35,0,1,สารรูป ด้วยว่าอ่านไม่จบ คือสั่งผิด,,,,1085153393239150593,https://twitter.com/Madpinkie/status/1085153393239150593
MordredBotTH,0,2019-01-15 18:03,0,2,''​เหอะ​ ไอ้ชุดกระโปรงสั้นมันอะไรน่ะ!?'' ''​ สารรูป ข้านี่!? อย่างกับสาวชะมัด!'' #คาเฟ่เมดอัศวินโต๊ะกลม CR.​ Unkown pic.twitter.com/XqqAWcP2vR,,,#,1085130339712933888,https://twitter.com/MordredBotTH/status/1085130339712933888
bubipopo_,0,2019-01-15 16:50,0,0,สารรูป ก็เช่นกันครับเมีย https:// twitter.com/Sanzdxx/status /1084961130819158016 …,,,,1085112033828196352,https://twitter.com/bubipopo_/status/1085112033828196352
iThiCha,0,2019-01-15 09:43,0,0,บอกว่าถ่ายเอาไว้ดูเวลาคิดถึง ล่ะดูแต่ละรูป สารรูป นี่มองยังอุบาทตัวเอง #2Tmoment pic.twitter.com/JRqB4PmtKc,,,#2Tmoment,1085004558437212160,https://twitter.com/iThiCha/status/1085004558437212160
bnk80837686,0,2019-01-15 07:13,45,28,สามัคคีกันขนาดนี้ สารรูป มาซะดีๆ เมื่อคืนสลบกี่โมง555 #MusicBNK48,,,#MusicBNK48,1084966769700130816,https://twitter.com/bnk80837686/status/1084966769700130816
darkeye29,0,2019-01-15 07:10,0,0,สารรูป ..(ภาพ!!!) รู้จักน้องจากเวฟ ตอนที่ดูแรกๆ ก็ได้แต่คิดว่าใครนิ? ทำไมพูดเร็วจัง แต่พอดูไปเรื่อยๆ เออ!คนนี้มันมีของแฮะ จนตอนนี้กลายเป็นว่าย้อนดูผลงานหมดละ เป็นคนที่มีพัฒนาการด้านการแสดงไปในทิศทางดีเลย อวยพร..ขอให้มีความสุขกับทุกสิ่งที่ตัดสินใจทำนะ #Chimon19thBirthdayCharity,,,#Chimon19thBirthdayCharity,1084965935708921856,https://twitter.com/darkeye29/status/1084965935708921856
CrazyJunta,0,2019-01-15 05:20,0,6,ช่างกล้าออกมาด่ากราดคนอื่น โดยไม่มอง สารรูป ตัวเอง มัลลิกาทำอะไรไว้ ปชป.ทำอะไร อย่าคิดนะว่าคนเขาจะจำไม่ได้,,,,1084938219613937664,https://twitter.com/CrazyJunta/status/1084938219613937664
XMSBN99,0,2019-01-14 23:00,0,0,อห มึงดูหุ่นเขาละมองดู สารรูป กุด้วยเพิ่น,,,,1084842703890800640,https://twitter.com/XMSBN99/status/1084842703890800640
Lolita_snw,0,2019-01-14 18:59,0,0,ชวนกูสี้นี่ไม่ดู สารรูป หีตัวเองเลย,,,,1084782023380627456,https://twitter.com/Lolita_snw/status/1084782023380627456
Onodapatmo,0,2019-01-14 11:39,0,2,เบื้องหน้าแม่ทัพชาวถูเจี๋ยนามเข่อต๊ะจื้อ คุกเข่าประสานมือก้มลงคารวะสามครา เข่อต๊ะจื้อมองเด็กหนุ่มตรงหน้าด้วยแววตาสั่นระริก หวนนึกถึงวันวานพบเจออีกฝ่ายคราแรก แม้นยังเยาว์วัยนักอายุเพียง15ปีแต่กลับหาญกล้าประมือกับยอดฝีมือเจ้าเล่ห์ชาวเถี่ยเล่ออย่างเหยี่ยวบินชวีเอ้า แม้สุดท้าย สารรูป,,,,1084671408276303872,https://twitter.com/Onodapatmo/status/1084671408276303872
TIVX9,0,2019-01-14 07:51,0,0,คือบอกหน้าเสาธงว่า ไม่ดู สารรูป เลย รองเท้าซกมกมาก ถ้าพฤหัสไม่เห็นรอยซักของใครคนนึงทั้งห้องโดน ห้ามซื้อใหม่,,,,1084613892892815360,https://twitter.com/TIVX9/status/1084613892892815360
jihoonpingkux,0,2019-01-14 07:38,0,0,!!?? ใครนะ สารรูป มาเดี๋ยวนี้,,,,1084610555631915008,https://twitter.com/jihoonpingkux/status/1084610555631915008
_LiShuwen,0,2019-01-14 00:53,2,3,“แม้จะว่าเป็นมือเปล่า แต่หากก็มิได้สิ้นไม้ไร้เรี่ยวแรงดั่ง สารรูป สุขภาพที่ดูชราหรอกนะ เจ้านักตีดาบ หากอยากลิ้มลองเสียสักกระบวนท่าก็เอ่ยเชิญชวนข้าได้ ยินดีเป็นคู่ฝึกปรือฝีมือให้เล่า”,,,,1084508719151439872,https://twitter.com/_LiShuwen/status/1084508719151439872
minimoo64663895,0,2019-01-14 00:01,0,0,แงงง พน.จะได้นิติยา สารรูป จมิงแล้วว ตื่นเต้นนๆ ขอบคุณผู้ร่วมอุดมการซื้อให้เราฟรีๆนะคับบ ใจดีเกิ๊นนนน,,,,1084495735654035456,https://twitter.com/minimoo64663895/status/1084495735654035456
bakeryxten,0,2019-01-13 19:13,0,0,สารรูป ว่าตอนแรกอ่านว่าไม่เดี๋ยว ดีนะเค้าอ่านพินทัน ! ทำอะไรอยู่ครับเนี่ย,,,,1084423210089639936,https://twitter.com/bakeryxten/status/1084423210089639936
W10643,0,2019-01-13 17:52,0,0,ด่าคนอื่นเก่งจังนะ ทำไมไม่ดูตัวเองบ้างว่ะ ดู สาร รูป ตัวเองซะบ้างสิก่อนที่จะมาว่าคนอื่นเขาอะ ขอโทษคะกูไม่ได้นั่งกินนอนกินไปวันๆกูมีงานคะไม่มีเวลานั่งๆนอนๆเหมือนเธอหรอก,,,,1084402762622758912,https://twitter.com/W10643/status/1084402762622758912
jaehyunjrfoolsx,0,2019-01-13 13:50,1,1,@ludafoolsx สารรูป มาซะดีๆ pic.twitter.com/XGKbBRXi77,,@ludafoolsx,,1084341976290406401,https://twitter.com/jaehyunjrfoolsx/status/1084341976290406401
MoLee_x404,0,2019-01-13 13:11,0,0,สารรูป ว่าตอนแรกจะเข้าไปดูเว่ยควานลิน สรุปเจอรูปทงเฮกับซองอูก่อน,,,,1084331976515964928,https://twitter.com/MoLee_x404/status/1084331976515964928
RedTreacheryM,0,2019-01-13 13:06,0,0," ใช่ เจ้า สารรูป นี่แปลกตาดีนี่ ตัวข้าในร่างสตรี """,,,,1084330823518584832,https://twitter.com/RedTreacheryM/status/1084330823518584832
jaeminshbuinfx,0,2019-01-13 00:56,0,0,สารรูป ว่าตอนแรกอ่านเป็น ถ้าเป็นเธอก้อย-อมอะ,,,,1084147022351847424,https://twitter.com/jaeminshbuinfx/status/1084147022351847424
BCHIX27,0,2019-01-12 22:10,0,0,สารรูป ได้ป้ะ เวลาเจอพิเจ่ดเมนชั่นถึงอี้บี อ่านเร็วๆแล้วพิบีสะดุ้งทุกที,,,,1084105220450222080,https://twitter.com/BCHIX27/status/1084105220450222080
urbanjrjohnnyx,0,2019-01-12 22:01,0,0,สารรูป ว่าลืม,,,,1084103102947418112,https://twitter.com/urbanjrjohnnyx/status/1084103102947418112
be_adortor7,0,2019-01-12 21:39,28,17,สารรูป กงนี้เลยว่าโฟกัสแต่ 2 คู่นี้ เกาะแกะ วอแวกันไม่หยุดเรยย ดูไปคือจิกหมอนจะขาด แงงงงงงงงงงง #เยนยูล #แชวมิ้น #IZONE pic.twitter.com/ito8GWQ6wx,,,# # #IZONE,1084097572057145344,https://twitter.com/be_adortor7/status/1084097572057145344
PARICHAT061,0,2019-01-12 21:24,0,0,ตรงกับมึงทุกข้อเลยว่ะ 1.อยากดังมากจนต้องตอเเหลนั่นนี่ไปทั่ว 2.เห็นใครดีกว่าหน่อยก็ไปด่าเค้า อยากดังมากเลยไปด่าคนอื่น ดังเเล้วมึงอ่ะ 3.ด่าทุกคน เเต่ไม่มอง สารรูป ตัวเองเลย 4.มโน ตอเเหล สร้างเรื่องเก่ง 5.หน้าด้าน โง่ ประสาท ขี้เหร่ 6.เป็นขยะสังคม #เเอนตี้อีเรยา,,,#,1084093884173414400,https://twitter.com/PARICHAT061/status/1084093884173414400
kittieieie,0,2019-01-12 21:02,2,2,ขอ สารรูป ว่าแต่งเสร็จไปตอนแล้วค่ะ แต่ไม่พอใจ เลยขอเกาแกร้กๆก่อนนะคะ เราจะทำตามสัญญา ขอเวลา--- ตื๊ดๆๆๆ #บุพเพโอเมก้า,,,#,1084088116573437955,https://twitter.com/kittieieie/status/1084088116573437955
